37.550553,127.074465
37.550553,127.074475
37.550366,127.074526
37.550341,127.074513
37.550365,127.074514
37.550588,127.074019
37.550486,127.074106
37.550472,127.074098
37.550470,127.074065
37.550437,127.073926
37.550415,127.073903
37.550285,127.074014
37.550244,127.074025
37.550213,127.073933
37.550220,127.073882
37.550220,127.073860
37.550285,127.073747
37.550366,127.073728
37.550641,127.073756
37.550647,127.073748
37.550654,127.073739
37.550659,127.073736
37.550663,127.073737
37.550703,127.073755
37.550695,127.073759
37.550691,127.073763
37.550684,127.073767
37.550729,127.073839
37.550738,127.073832
37.550755,127.073816
37.550777,127.073805
37.550780,127.073798
37.550784,127.073786
37.550775,127.073775
37.550789,127.073795
37.550879,127.073797
37.551101,127.073885
37.551251,127.073876
37.551232,127.073857
37.551335,127.074078
37.551452,127.073975
37.551654,127.074009
37.551529,127.074018
37.551505,127.074057
37.551503,127.074136
37.551492,127.074169
37.551498,127.074180
37.551522,127.074186
37.551518,127.074189
37.551595,127.074135
37.551644,127.074111
37.551711,127.074075
37.551738,127.074064
37.551758,127.074058
37.551873,127.074015
37.551966,127.074101
37.552028,127.074146
37.552147,127.074129
37.552128,127.074173
37.551990,127.074308
37.551989,127.074306
37.552007,127.074155
37.551988,127.074154
37.551977,127.074157
37.551931,127.074157
37.551925,127.074157
37.551923,127.074153
37.551916,127.074151
37.551911,127.074145
37.551908,127.073972
37.551928,127.073914
37.551934,127.073899
37.551936,127.073887
37.551933,127.073876
37.551778,127.073821
37.551772,127.073773
37.551771,127.073725
37.551733,127.073706
37.551709,127.073685
37.551653,127.073663
37.551459,127.073735
37.551208,127.073714
37.551196,127.073698
37.551273,127.073573
37.551275,127.073568
37.551282,127.073521
37.551286,127.073509
37.551287,127.073497
37.551281,127.073476
37.551261,127.073473
37.551261,127.073463
37.551235,127.073428
37.551221,127.073435
37.550928,127.073624
37.550910,127.073626
37.551615,127.073834
37.550517,127.073926
37.550527,127.073915
37.550529,127.073914
37.550521,127.073906
37.550515,127.073897
37.550505,127.073889
37.550472,127.073896
37.550440,127.073919
37.550417,127.073957
37.550477,127.073815
37.550679,127.073491
37.550745,127.073419
37.550784,127.073404
37.550816,127.073451
37.550809,127.073349
37.550774,127.073296
37.550748,127.073286
37.550731,127.073261
37.550723,127.073229
37.550724,127.073166
37.550710,127.073173
37.550694,127.073179
37.550677,127.073092
37.550804,127.074076
37.550639,127.074234
37.550731,127.074148
37.550849,127.074048
37.550906,127.073999
37.550984,127.073932
37.550009,127.073911
37.550023,127.073899
37.550049,127.073876
37.550069,127.073856
37.550081,127.073843
37.550175,127.073758
37.550184,127.073756
37.550200,127.073749
37.550249,127.073726
37.550282,127.073787
37.550357,127.073641
37.550448,127.073564
37.550476,127.073539
37.550497,127.073522
37.550475,127.073569
37.550461,127.073602
37.550461,127.073602
37.550461,127.073619
37.550464,127.073607
37.550436,127.073652
37.550418,127.073676
37.550398,127.073696
37.550337,127.073755
37.550332,127.073762
37.550327,127.073763
37.550298,127.073878
37.550288,127.073884
37.550266,127.073894
37.550369,127.073932
37.550237,127.074045
37.550525,127.074137
37.550677,127.074059
37.550684,127.074054
37.550753,127.073997
